"EUR 2,375 per month","Top Floor 2 Bed Apartment, Bachelors Walk Apartments, Dublin 2",https://www.daft.ie/for-rent/apartment-top-floor-2-bed-apartment-bachelors-walk-apartments-dublin-2/6290738,Applied
"EUR 2,375 per month","Top Floor 2 Bed Apartment, Bachelors Walk Apartments, Dublin 2",https://www.daft.ie/for-rent/apartment-top-floor-2-bed-apartment-bachelors-walk-apartments-dublin-2/6290738,Applied
